"tick","big-power","big-universalsim","small-power","small-universalsim"
148.0,33.0,33.0,2.0,2.0
149.0,33.0,33.0,2.0,2.0
150.0,33.0,33.0,2.0,2.0
151.0,33.0,33.0,2.0,2.0
152.0,33.0,33.0,2.0,2.0
153.0,33.0,33.0,2.0,2.0
154.0,33.0,33.0,2.0,2.0
155.0,33.0,33.0,2.0,2.0
156.0,33.0,33.0,2.0,2.0
157.0,33.0,33.0,2.0,2.0
158.0,33.0,33.0,2.0,2.0
159.0,33.0,33.0,2.0,2.0
160.0,33.0,33.0,2.0,2.0
161.0,33.0,33.0,2.0,2.0
162.0,33.0,33.0,2.0,2.0
163.0,33.0,33.0,2.0,2.0
164.0,33.0,33.0,2.0,2.0
165.0,33.0,33.0,2.0,2.0
166.0,33.0,33.0,2.0,2.0
167.0,33.0,33.0,2.0,2.0
168.0,33.0,33.0,2.0,2.0
169.0,33.0,33.0,2.0,2.0
170.0,33.0,33.0,2.0,2.0
171.0,33.0,33.0,2.0,2.0
172.0,33.0,33.0,2.0,2.0
173.0,33.0,33.0,2.0,2.0
174.0,33.0,33.0,2.0,2.0
175.0,33.0,33.0,2.0,2.0
176.0,33.0,33.0,2.0,2.0
177.0,33.0,33.0,2.0,2.0
178.0,33.0,33.0,2.0,2.0
179.0,33.0,33.0,2.0,2.0
180.0,33.0,33.0,2.0,2.0
181.0,33.0,33.0,2.0,2.0
182.0,33.0,33.0,2.0,2.0
183.0,33.0,33.0,2.0,2.0
184.0,33.0,33.0,2.0,2.0
185.0,33.0,33.0,2.0,2.0
186.0,33.0,33.0,2.0,2.0
187.0,33.0,33.0,2.0,2.0
188.0,33.0,33.0,2.0,2.0
189.0,33.0,33.0,2.0,2.0
190.0,33.0,33.0,2.0,2.0
191.0,33.0,33.0,2.0,2.0
192.0,33.0,33.0,2.0,2.0
193.0,33.0,33.0,2.0,2.0
194.0,33.0,33.0,2.0,2.0
195.0,33.0,33.0,2.0,2.0
196.0,33.0,33.0,2.0,2.0
197.0,33.0,33.0,2.0,2.0
198.0,33.0,33.0,2.0,2.0
199.0,33.0,33.0,2.0,2.0
200.0,33.0,33.0,2.0,2.0
201.0,33.0,33.0,2.0,2.0
202.0,33.0,33.0,2.0,2.0
203.0,33.0,33.0,2.0,2.0
204.0,33.0,33.0,2.0,2.0
205.0,33.0,33.0,2.0,2.0
206.0,33.0,33.0,2.0,2.0
207.0,33.0,33.0,2.0,2.0
208.0,33.0,33.0,2.0,2.0
209.0,33.0,33.0,2.0,2.0
210.0,33.0,33.0,2.0,2.0
211.0,33.0,33.0,2.0,2.0
212.0,33.0,33.0,2.0,2.0
213.0,33.0,33.0,2.0,2.0
214.0,33.0,33.0,2.0,2.0
215.0,33.0,33.0,2.0,2.0
216.0,33.0,33.0,2.0,2.0
217.0,33.0,33.0,2.0,2.0
218.0,33.0,33.0,2.0,2.0
219.0,33.0,33.0,2.0,2.0
220.0,33.0,33.0,2.0,2.0
221.0,33.0,33.0,2.0,2.0
222.0,33.0,33.0,2.0,2.0
223.0,33.0,33.0,2.0,2.0
224.0,33.0,33.0,2.0,2.0
225.0,33.0,33.0,2.0,2.0
226.0,33.0,33.0,2.0,2.0
227.0,33.0,33.0,2.0,2.0
228.0,33.0,33.0,2.0,2.0
229.0,33.0,33.0,2.0,2.0
230.0,33.0,33.0,2.0,2.0
231.0,33.0,33.0,2.0,2.0
232.0,33.0,33.0,2.0,2.0
233.0,33.0,33.0,2.0,2.0
234.0,33.0,33.0,2.0,2.0
235.0,33.0,33.0,2.0,2.0
236.0,33.0,33.0,2.0,2.0
237.0,33.0,33.0,2.0,2.0
238.0,33.0,33.0,2.0,2.0
239.0,33.0,33.0,2.0,2.0
240.0,33.0,33.0,2.0,2.0
241.0,33.0,33.0,2.0,2.0
242.0,33.0,33.0,2.0,2.0
243.0,33.0,33.0,2.0,2.0
244.0,33.0,33.0,2.0,2.0
245.0,33.0,33.0,2.0,2.0
246.0,33.0,33.0,2.0,2.0
247.0,33.0,33.0,2.0,2.0
248.0,33.0,33.0,2.0,2.0
249.0,33.0,33.0,2.0,2.0
250.0,33.0,33.0,2.0,2.0
251.0,33.0,33.0,2.0,2.0
252.0,33.0,33.0,2.0,2.0
253.0,33.0,33.0,2.0,2.0
254.0,33.0,33.0,2.0,2.0
255.0,33.0,33.0,2.0,2.0
256.0,33.0,33.0,2.0,2.0
257.0,33.0,33.0,2.0,2.0
258.0,33.0,33.0,2.0,2.0
259.0,33.0,33.0,2.0,2.0
260.0,33.0,33.0,2.0,2.0
261.0,33.0,33.0,2.0,2.0
262.0,33.0,33.0,2.0,2.0
263.0,33.0,33.0,2.0,2.0
264.0,33.0,33.0,2.0,2.0
265.0,33.0,33.0,2.0,2.0
266.0,33.0,33.0,2.0,2.0
267.0,33.0,33.0,2.0,2.0
268.0,33.0,33.0,2.0,2.0
269.0,33.0,33.0,2.0,2.0
270.0,33.0,33.0,2.0,2.0
271.0,33.0,33.0,2.0,2.0
272.0,33.0,33.0,2.0,2.0
273.0,33.0,33.0,2.0,2.0
274.0,33.0,33.0,2.0,2.0
275.0,33.0,33.0,2.0,2.0
276.0,33.0,33.0,2.0,2.0
277.0,33.0,33.0,2.0,2.0
278.0,33.0,33.0,2.0,2.0
279.0,33.0,33.0,2.0,2.0
280.0,33.0,33.0,2.0,2.0
281.0,33.0,33.0,2.0,2.0
282.0,33.0,33.0,2.0,2.0
283.0,33.0,33.0,2.0,2.0
284.0,33.0,33.0,2.0,2.0
285.0,33.0,33.0,2.0,2.0
286.0,33.0,33.0,2.0,2.0
287.0,33.0,33.0,2.0,2.0
288.0,33.0,33.0,2.0,2.0
289.0,33.0,33.0,2.0,2.0
290.0,33.0,33.0,2.0,2.0
291.0,33.0,33.0,2.0,2.0
292.0,33.0,33.0,2.0,2.0
293.0,33.0,33.0,2.0,2.0
294.0,33.0,33.0,2.0,2.0
295.0,33.0,33.0,2.0,2.0
296.0,33.0,33.0,2.0,2.0
297.0,33.0,33.0,2.0,2.0
298.0,33.0,33.0,2.0,2.0
299.0,33.0,33.0,2.0,2.0
300.0,33.0,33.0,2.0,2.0
301.0,33.0,33.0,2.0,2.0
302.0,33.0,33.0,2.0,2.0
303.0,33.0,33.0,2.0,2.0
304.0,33.0,33.0,2.0,2.0
305.0,33.0,33.0,2.0,2.0
306.0,33.0,33.0,2.0,2.0
307.0,33.0,33.0,2.0,2.0
308.0,33.0,33.0,2.0,2.0
309.0,33.0,33.0,2.0,2.0
310.0,33.0,33.0,2.0,2.0
311.0,33.0,33.0,2.0,2.0
312.0,33.0,33.0,2.0,2.0
313.0,33.0,33.0,2.0,2.0
314.0,33.0,33.0,2.0,2.0
315.0,33.0,33.0,2.0,2.0
316.0,33.0,33.0,2.0,2.0
317.0,33.0,33.0,2.0,2.0
318.0,33.0,33.0,2.0,2.0
319.0,33.0,33.0,2.0,2.0
320.0,33.0,33.0,2.0,2.0
321.0,33.0,33.0,2.0,2.0
322.0,33.0,33.0,2.0,2.0
323.0,33.0,33.0,2.0,2.0
324.0,33.0,33.0,2.0,2.0
325.0,33.0,33.0,2.0,2.0
326.0,33.0,33.0,2.0,2.0
327.0,33.0,33.0,2.0,2.0
328.0,33.0,33.0,2.0,2.0
329.0,33.0,33.0,2.0,2.0
330.0,33.0,33.0,2.0,2.0
331.0,33.0,33.0,2.0,2.0
332.0,33.0,33.0,2.0,2.0
333.0,33.0,33.0,2.0,2.0
334.0,33.0,33.0,2.0,2.0
335.0,33.0,33.0,2.0,2.0
336.0,33.0,33.0,2.0,2.0
337.0,33.0,33.0,2.0,2.0
338.0,33.0,33.0,2.0,2.0
339.0,33.0,33.0,2.0,2.0
340.0,33.0,33.0,2.0,2.0
341.0,33.0,33.0,2.0,2.0
342.0,33.0,33.0,2.0,2.0
343.0,33.0,33.0,2.0,2.0
344.0,33.0,33.0,2.0,2.0
345.0,33.0,33.0,2.0,2.0
346.0,33.0,33.0,2.0,2.0
347.0,33.0,33.0,2.0,2.0
348.0,33.0,33.0,2.0,2.0
349.0,33.0,33.0,2.0,2.0
350.0,33.0,33.0,2.0,2.0
351.0,33.0,33.0,2.0,2.0
352.0,33.0,33.0,2.0,2.0
353.0,33.0,33.0,2.0,2.0
354.0,33.0,33.0,2.0,2.0
355.0,33.0,33.0,2.0,2.0
356.0,33.0,33.0,2.0,2.0
357.0,33.0,33.0,2.0,2.0
358.0,33.0,33.0,2.0,2.0
359.0,33.0,33.0,2.0,2.0
360.0,33.0,33.0,2.0,2.0
361.0,33.0,33.0,2.0,2.0
362.0,33.0,33.0,2.0,2.0
363.0,33.0,33.0,2.0,2.0
364.0,33.0,33.0,2.0,2.0
365.0,33.0,33.0,2.0,2.0
366.0,33.0,33.0,2.0,2.0
367.0,33.0,33.0,2.0,2.0
368.0,33.0,33.0,2.0,2.0
369.0,33.0,33.0,2.0,2.0
370.0,33.0,33.0,2.0,2.0
371.0,33.0,33.0,2.0,2.0
372.0,33.0,33.0,2.0,2.0
373.0,33.0,33.0,2.0,2.0
374.0,33.0,33.0,2.0,2.0
375.0,33.0,33.0,2.0,2.0
376.0,33.0,33.0,2.0,2.0
377.0,33.0,33.0,2.0,2.0
378.0,33.0,33.0,2.0,2.0
379.0,33.0,33.0,2.0,2.0
380.0,33.0,33.0,2.0,2.0
381.0,33.0,33.0,2.0,2.0
382.0,33.0,33.0,2.0,2.0
383.0,33.0,33.0,2.0,2.0
384.0,33.0,33.0,2.0,2.0
385.0,33.0,33.0,2.0,2.0
386.0,33.0,33.0,2.0,2.0
387.0,33.0,33.0,2.0,2.0
388.0,33.0,33.0,2.0,2.0
389.0,33.0,33.0,2.0,2.0
390.0,33.0,33.0,2.0,2.0
391.0,33.0,33.0,2.0,2.0
392.0,33.0,33.0,2.0,2.0
393.0,33.0,33.0,2.0,2.0
394.0,33.0,33.0,2.0,2.0
395.0,33.0,33.0,2.0,2.0
396.0,33.0,33.0,2.0,2.0
397.0,33.0,33.0,2.0,2.0
398.0,33.0,33.0,2.0,2.0
399.0,33.0,33.0,2.0,2.0
400.0,33.0,33.0,2.0,2.0
401.0,33.0,33.0,2.0,2.0
402.0,33.0,33.0,2.0,2.0
403.0,33.0,33.0,2.0,2.0
404.0,33.0,33.0,2.0,2.0
405.0,33.0,33.0,2.0,2.0
406.0,33.0,33.0,2.0,2.0
407.0,33.0,33.0,2.0,2.0
408.0,33.0,33.0,2.0,2.0
409.0,33.0,33.0,2.0,2.0
410.0,33.0,33.0,2.0,2.0
411.0,33.0,33.0,2.0,2.0
412.0,33.0,33.0,2.0,2.0
413.0,33.0,33.0,2.0,2.0
414.0,33.0,33.0,2.0,2.0
415.0,33.0,33.0,2.0,2.0
416.0,33.0,33.0,2.0,2.0
417.0,33.0,33.0,2.0,2.0
418.0,33.0,33.0,2.0,2.0
419.0,33.0,33.0,2.0,2.0
420.0,33.0,33.0,2.0,2.0
421.0,33.0,33.0,2.0,2.0
422.0,33.0,33.0,2.0,2.0
423.0,33.0,33.0,2.0,2.0
424.0,33.0,33.0,2.0,2.0
425.0,33.0,33.0,2.0,2.0
426.0,33.0,33.0,2.0,2.0
427.0,33.0,33.0,2.0,2.0
428.0,33.0,33.0,2.0,2.0
429.0,33.0,33.0,2.0,2.0
430.0,33.0,33.0,2.0,2.0
431.0,33.0,33.0,2.0,2.0
432.0,33.0,33.0,2.0,2.0
433.0,33.0,33.0,2.0,2.0
434.0,33.0,33.0,2.0,2.0
435.0,33.0,33.0,2.0,2.0
436.0,33.0,33.0,2.0,2.0
437.0,33.0,33.0,2.0,2.0
438.0,33.0,33.0,2.0,2.0
439.0,33.0,33.0,2.0,2.0
440.0,33.0,33.0,2.0,2.0
441.0,33.0,33.0,2.0,2.0
442.0,33.0,33.0,2.0,2.0
443.0,33.0,33.0,2.0,2.0
444.0,33.0,33.0,2.0,2.0
445.0,33.0,33.0,2.0,2.0
446.0,33.0,33.0,2.0,2.0
447.0,33.0,33.0,2.0,2.0
448.0,33.0,33.0,2.0,2.0
449.0,33.0,33.0,2.0,2.0
450.0,33.0,33.0,2.0,2.0
451.0,33.0,33.0,2.0,2.0
452.0,33.0,33.0,2.0,2.0
453.0,33.0,33.0,2.0,2.0
454.0,33.0,33.0,2.0,2.0
455.0,33.0,33.0,2.0,2.0
456.0,33.0,33.0,2.0,2.0
457.0,33.0,33.0,2.0,2.0
458.0,33.0,33.0,2.0,2.0
459.0,33.0,33.0,2.0,2.0
460.0,33.0,33.0,2.0,2.0
461.0,33.0,33.0,2.0,2.0
462.0,33.0,33.0,2.0,2.0
463.0,33.0,33.0,2.0,2.0
464.0,33.0,33.0,2.0,2.0
465.0,33.0,33.0,2.0,2.0
466.0,33.0,33.0,2.0,2.0
467.0,33.0,33.0,2.0,2.0
468.0,33.0,33.0,2.0,2.0
469.0,33.0,33.0,2.0,2.0
470.0,33.0,33.0,2.0,2.0
471.0,33.0,33.0,2.0,2.0
472.0,33.0,33.0,2.0,2.0
473.0,33.0,33.0,2.0,2.0
474.0,33.0,33.0,2.0,2.0
475.0,33.0,33.0,2.0,2.0
476.0,33.0,33.0,2.0,2.0
477.0,33.0,33.0,2.0,2.0
478.0,33.0,33.0,2.0,2.0
479.0,33.0,33.0,2.0,2.0
480.0,33.0,33.0,2.0,2.0
481.0,33.0,33.0,2.0,2.0
482.0,33.0,33.0,2.0,2.0
483.0,33.0,33.0,2.0,2.0
484.0,33.0,33.0,2.0,2.0
485.0,33.0,33.0,2.0,2.0
486.0,33.0,33.0,2.0,2.0
487.0,33.0,33.0,2.0,2.0
488.0,33.0,33.0,2.0,2.0
489.0,33.0,33.0,2.0,2.0
490.0,33.0,33.0,2.0,2.0
491.0,33.0,33.0,2.0,2.0
492.0,33.0,33.0,2.0,2.0
493.0,33.0,33.0,2.0,2.0
494.0,33.0,33.0,2.0,2.0
495.0,33.0,33.0,2.0,2.0
496.0,33.0,33.0,2.0,2.0
497.0,33.0,33.0,2.0,2.0
498.0,33.0,33.0,2.0,2.0
499.0,33.0,33.0,2.0,2.0
500.0,33.0,33.0,2.0,2.0
501.0,33.0,33.0,2.0,2.0
502.0,33.0,33.0,2.0,2.0
503.0,33.0,33.0,2.0,2.0
504.0,33.0,33.0,2.0,2.0
505.0,33.0,33.0,2.0,2.0
506.0,33.0,33.0,2.0,2.0
507.0,33.0,33.0,2.0,2.0
508.0,33.0,33.0,2.0,2.0
509.0,33.0,33.0,2.0,2.0
510.0,33.0,33.0,2.0,2.0
511.0,33.0,33.0,2.0,2.0
512.0,33.0,33.0,2.0,2.0
513.0,33.0,33.0,2.0,2.0
514.0,33.0,33.0,2.0,2.0
515.0,33.0,33.0,2.0,2.0
516.0,33.0,33.0,2.0,2.0
517.0,33.0,33.0,2.0,2.0
518.0,33.0,33.0,2.0,2.0
519.0,33.0,33.0,2.0,2.0
520.0,33.0,33.0,2.0,2.0
521.0,33.0,33.0,2.0,2.0
522.0,33.0,33.0,2.0,2.0
523.0,33.0,33.0,2.0,2.0
524.0,33.0,33.0,2.0,2.0
525.0,33.0,33.0,2.0,2.0
526.0,33.0,33.0,2.0,2.0
527.0,33.0,33.0,2.0,2.0
528.0,33.0,33.0,2.0,2.0
529.0,33.0,33.0,2.0,2.0
530.0,33.0,33.0,2.0,2.0
531.0,33.0,33.0,2.0,2.0
532.0,33.0,33.0,2.0,2.0
533.0,33.0,33.0,2.0,2.0
534.0,33.0,33.0,2.0,2.0
535.0,33.0,33.0,2.0,2.0
536.0,33.0,33.0,2.0,2.0
537.0,33.0,33.0,2.0,2.0
538.0,33.0,33.0,2.0,2.0
539.0,33.0,33.0,2.0,2.0
540.0,33.0,33.0,2.0,2.0
541.0,33.0,33.0,2.0,2.0
542.0,33.0,33.0,2.0,2.0
543.0,33.0,33.0,2.0,2.0
544.0,33.0,33.0,2.0,2.0
545.0,33.0,33.0,2.0,2.0
546.0,33.0,33.0,2.0,2.0
547.0,33.0,33.0,2.0,2.0
548.0,33.0,33.0,2.0,2.0
549.0,33.0,33.0,2.0,2.0
550.0,33.0,33.0,2.0,2.0
551.0,33.0,33.0,2.0,2.0
552.0,33.0,33.0,2.0,2.0
553.0,33.0,33.0,2.0,2.0
554.0,33.0,33.0,2.0,2.0
555.0,33.0,33.0,2.0,2.0
556.0,33.0,33.0,2.0,2.0
557.0,33.0,33.0,2.0,2.0
558.0,33.0,33.0,2.0,2.0
559.0,33.0,33.0,2.0,2.0
560.0,33.0,33.0,2.0,2.0
561.0,33.0,33.0,2.0,2.0
562.0,33.0,33.0,2.0,2.0
563.0,33.0,33.0,2.0,2.0
564.0,33.0,33.0,2.0,2.0
565.0,33.0,33.0,2.0,2.0
566.0,33.0,33.0,2.0,2.0
567.0,33.0,33.0,2.0,2.0
568.0,33.0,33.0,2.0,2.0
569.0,33.0,33.0,2.0,2.0
570.0,33.0,33.0,2.0,2.0
571.0,33.0,33.0,2.0,2.0
572.0,33.0,33.0,2.0,2.0
573.0,33.0,33.0,2.0,2.0
574.0,33.0,33.0,2.0,2.0
575.0,33.0,33.0,2.0,2.0
576.0,33.0,33.0,2.0,2.0
577.0,33.0,33.0,2.0,2.0
578.0,33.0,33.0,2.0,2.0
579.0,33.0,33.0,2.0,2.0
580.0,33.0,33.0,2.0,2.0
581.0,33.0,33.0,2.0,2.0
582.0,33.0,33.0,2.0,2.0
583.0,33.0,33.0,2.0,2.0
584.0,33.0,33.0,2.0,2.0
585.0,33.0,33.0,2.0,2.0
586.0,33.0,33.0,2.0,2.0
587.0,33.0,33.0,2.0,2.0
588.0,33.0,33.0,2.0,2.0
589.0,33.0,33.0,2.0,2.0
590.0,33.0,33.0,2.0,2.0
591.0,33.0,33.0,2.0,2.0
592.0,33.0,33.0,2.0,2.0
593.0,33.0,33.0,2.0,2.0
594.0,33.0,33.0,2.0,2.0
595.0,33.0,33.0,2.0,2.0
596.0,33.0,33.0,2.0,2.0
597.0,33.0,33.0,2.0,2.0
598.0,33.0,33.0,2.0,2.0
599.0,33.0,33.0,2.0,2.0
600.0,33.0,33.0,2.0,2.0
601.0,33.0,33.0,2.0,2.0
602.0,33.0,33.0,2.0,2.0
603.0,33.0,33.0,2.0,2.0
604.0,33.0,33.0,2.0,2.0
605.0,33.0,33.0,2.0,2.0
606.0,33.0,33.0,2.0,2.0
607.0,33.0,33.0,2.0,2.0
608.0,33.0,33.0,2.0,2.0
609.0,33.0,33.0,2.0,2.0
610.0,33.0,33.0,2.0,2.0
611.0,33.0,33.0,2.0,2.0
612.0,33.0,33.0,2.0,2.0
613.0,33.0,33.0,2.0,2.0
614.0,33.0,33.0,2.0,2.0
615.0,33.0,33.0,2.0,2.0
616.0,33.0,33.0,2.0,2.0
617.0,33.0,33.0,2.0,2.0
618.0,33.0,33.0,2.0,2.0
619.0,33.0,33.0,2.0,2.0
620.0,33.0,33.0,2.0,2.0
621.0,33.0,33.0,2.0,2.0
622.0,33.0,33.0,2.0,2.0
623.0,33.0,33.0,2.0,2.0
624.0,33.0,33.0,2.0,2.0
625.0,33.0,33.0,2.0,2.0
626.0,33.0,33.0,2.0,2.0
627.0,33.0,33.0,2.0,2.0
628.0,33.0,33.0,2.0,2.0
629.0,33.0,33.0,2.0,2.0
630.0,33.0,33.0,2.0,2.0
631.0,33.0,33.0,2.0,2.0
632.0,33.0,33.0,2.0,2.0
633.0,33.0,33.0,2.0,2.0
634.0,33.0,33.0,2.0,2.0
635.0,33.0,33.0,2.0,2.0
636.0,33.0,33.0,2.0,2.0
637.0,33.0,33.0,2.0,2.0
638.0,33.0,33.0,2.0,2.0
639.0,33.0,33.0,2.0,2.0
640.0,33.0,33.0,2.0,2.0
641.0,33.0,33.0,2.0,2.0
642.0,33.0,33.0,2.0,2.0
643.0,33.0,33.0,2.0,2.0
644.0,33.0,33.0,2.0,2.0
645.0,33.0,33.0,2.0,2.0
646.0,33.0,33.0,2.0,2.0
647.0,33.0,33.0,2.0,2.0
648.0,33.0,33.0,2.0,2.0
649.0,33.0,33.0,2.0,2.0
650.0,33.0,33.0,2.0,2.0
651.0,33.0,33.0,2.0,2.0
652.0,33.0,33.0,2.0,2.0
653.0,33.0,33.0,2.0,2.0
654.0,33.0,33.0,2.0,2.0
655.0,33.0,33.0,2.0,2.0
656.0,33.0,33.0,2.0,2.0
657.0,33.0,33.0,2.0,2.0
658.0,33.0,33.0,2.0,2.0
659.0,33.0,33.0,2.0,2.0
660.0,33.0,33.0,2.0,2.0
661.0,33.0,33.0,2.0,2.0
662.0,33.0,33.0,2.0,2.0
663.0,33.0,33.0,2.0,2.0
664.0,33.0,33.0,2.0,2.0
665.0,33.0,33.0,2.0,2.0
666.0,33.0,33.0,2.0,2.0
667.0,33.0,33.0,2.0,2.0
668.0,33.0,33.0,2.0,2.0
669.0,33.0,33.0,2.0,2.0
670.0,33.0,33.0,2.0,2.0
671.0,33.0,33.0,2.0,2.0
672.0,33.0,33.0,2.0,2.0
673.0,33.0,33.0,2.0,2.0
674.0,33.0,33.0,2.0,2.0
675.0,33.0,33.0,2.0,2.0
676.0,33.0,33.0,2.0,2.0
677.0,33.0,33.0,2.0,2.0
678.0,33.0,33.0,2.0,2.0
679.0,33.0,33.0,2.0,2.0
680.0,33.0,33.0,2.0,2.0
681.0,33.0,33.0,2.0,2.0
682.0,33.0,33.0,2.0,2.0
683.0,33.0,33.0,2.0,2.0
684.0,33.0,33.0,2.0,2.0
685.0,33.0,33.0,2.0,2.0
686.0,33.0,33.0,2.0,2.0
687.0,33.0,33.0,2.0,2.0
688.0,33.0,33.0,2.0,2.0
689.0,33.0,33.0,2.0,2.0
690.0,33.0,33.0,2.0,2.0
691.0,33.0,33.0,2.0,2.0
692.0,33.0,33.0,2.0,2.0
693.0,33.0,33.0,2.0,2.0
694.0,33.0,33.0,2.0,2.0
695.0,33.0,33.0,2.0,2.0
696.0,33.0,33.0,2.0,2.0
697.0,33.0,33.0,2.0,2.0
